"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","3018Q3ZVOIQP4VDS5QZ31KM8EJURAK","A1UJRYZA3748OU","Submitted","Sun Oct 15 14:43:00 PDT 2017","Sun Oct 15 14:52:45 PDT 2017","Wed Oct 18 14:52:45 PDT 2017","","","","585","100% (1/1)","100% (1/1)","100% (1/1)","35469191"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","304SM51WA346OKIXQTZ4M5BA6B5BSY","A2OO4PG3LBLP5I","Approved","Fri Jun 23 14:21:14 PDT 2017","Fri Jun 23 14:38:34 PDT 2017","Mon Jun 26 14:38:34 PDT 2017","2017-06-26 21:38:54 UTC","","","1040","100% (2/2)","0% (0/0)","0% (0/0)","89468062"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","304SM51WA346OKIXQTZ4M5BA803BSC","AC5P5DH14XBVY","Approved","Thu Jul 13 11:22:24 PDT 2017","Thu Jul 13 11:41:29 PDT 2017","Sun Jul 16 11:41:29 PDT 2017","2017-07-14 22:50:16 UTC","","","1145","100% (1/1)","0% (0/0)","0% (0/0)","81429536"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","308XBLVESI4UN5IKB4ZZWV6EVPCBR7","A39LF6O1QA1MRC","Approved","Tue Oct 03 15:05:03 PDT 2017","Tue Oct 03 15:20:15 PDT 2017","Fri Oct 06 15:20:15 PDT 2017","2017-10-06 21:23:00 UTC","","","912","100% (1/1)","100% (1/1)","0% (0/0)","55083130"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","308XBLVESI4UN5IKB4ZZWV6EVPCRBN","A1S7WGRS6BVBGW","Approved","Tue Oct 03 15:12:06 PDT 2017","Tue Oct 03 15:24:11 PDT 2017","Fri Oct 06 15:24:11 PDT 2017","2017-10-06 21:23:08 UTC","","","725","100% (1/1)","100% (1/1)","0% (0/0)","35688830"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","30BUDKLTXDV3PLW6OOOMU27364Z5EM","A1SOOCPS9CRCQE","Approved","Tue Oct 03 14:54:17 PDT 2017","Tue Oct 03 15:37:46 PDT 2017","Fri Oct 06 15:37:46 PDT 2017","2017-10-06 21:23:22 UTC","","","2609","100% (2/2)","100% (2/2)","100% (1/1)","17920039"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","30BUDKLTXDV3PLW6OOOMU2737G3E5O","A3R0QO6884CV1P","Submitted","Sun Oct 15 14:39:43 PDT 2017","Sun Oct 15 14:51:38 PDT 2017","Wed Oct 18 14:51:38 PDT 2017","","","","715","100% (1/1)","100% (1/1)","100% (1/1)","64902197"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","30BUDKLTXDV3PLW6OOOMU273VOA5EQ","A1WXPOLDS1Y9R4","Approved","Fri Jun 23 13:47:46 PDT 2017","Fri Jun 23 14:29:32 PDT 2017","Mon Jun 26 14:29:32 PDT 2017","2017-06-26 21:29:54 UTC","","","2506","100% (1/1)","0% (0/0)","0% (0/0)","23106500"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","30H4UDGLT2I5UJ62P1LJ5GHT7IYMPA","A3TV6AVIWDUYF9","Submitted","Sun Oct 15 15:29:57 PDT 2017","Sun Oct 15 15:46:54 PDT 2017","Wed Oct 18 15:46:54 PDT 2017","","","","1017","100% (1/1)","100% (1/1)","100% (1/1)","87203573"
"3T5ZXGO9DEON7I87E0L0O37SGNMZQ4","3SVZJ4A2P5CW4G2BZY7UE78GFL1IEV","A Survey of Individual Differences in Organizational Behavior","Seeking employees from organizational settings. Take a short (8-14) minute survey.","survey, demographics","$1.45","Fri Jun 23 13:47:33 PDT 2017","630","BatchId:2846969;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 22 14:30:41 PDT 2017","","","30IQTZXKAK6D0E1MMN821WWJYWB0XY","AXR8QNGNBF1DU","Approved","Fri Jul 28 11:35:21 PDT 2017","Fri Jul 28 12:05:29 PDT 2017","Mon Jul 31 12:05:29 PDT 2017","2017-07-31 19:06:21 UTC","","","1808","100% (1/1)","0% (0/0)","0% (0/0)","New Accounts Clerks"
